Acc	Gene_Family	Species	SRR062276_Abundance.RPKs	SRR062301_Abundance.RPKs	SRR062353_Abundance.RPKs	SRR062357_Abundance.RPKs	SRR062371_Abundance.RPKs	SRR062372_Abundance.RPKs	SRR062389_Abundance.RPKs	SRR062396_Abundance.RPKs	SRR062402_Abundance.RPKs	SRR062413_Abundance.RPKs	SRR062415_Abundance.RPKs	SRR062435_Abundance.RPKs	SRR062441_Abundance.RPKs	SRR062462_Abundance.RPKs	SRR1804628_Abundance.RPKs	SRR1804686_Abundance.RPKs	SRR346673_Abundance.RPKs	SRR346681_Abundance.RPKs	SRR513168_Abundance.RPKs	SRR513448_Abundance.RPKs	SRR514180_Abundance.RPKs	SRR514191_Abundance.RPKs	SRR514231_Abundance.RPKs	SRR528155_Abundance.RPKs	SRR528183_Abundance.RPKs	SRR528261_Abundance.RPKs	SRR528300_Abundance.RPKs	SRR528353_Abundance.RPKs	SRR528423_Abundance.RPKs	SRR532006_Abundance.RPKs	SRR532015_Abundance.RPKs	SRR532024_Abundance.RPKs	SRR532040_Abundance.RPKs	SRR532178_Abundance.RPKs	SRR532183_Abundance.RPKs	SRR532190_Abundance.RPKs	SRR532191_Abundance.RPKs	SRR532504_Abundance.RPKs	SRR532507_Abundance.RPKs	SRR533152_Abundance.RPKs	SRR533153_Abundance.RPKs	SRR545546_Abundance.RPKs	SRR638753_Abundance.RPKs	SRR640340_Abundance.RPKs	SRR640357_Abundance.RPKs	SRR640452_Abundance.RPKs	SRR640499_Abundance.RPKs
R6BPP2	 Phospholipase_patatin_family	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012786	0.000121111	0.000126604	0.000130401	0.000122528	0.0001194	0	0	0	0	3.60495e-05	3.6321e-05	4.11728e-05	3.56305e-05	0	0	3.58698e-05	3.37637e-05	0	0	0	0	0	0
Q04I50	 Histidine_tRNA_ligase	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	5.96267e-05	6.18396e-05	8.8054e-05	5.63369e-05	6.60545e-05	0.000104777	9.89172e-05	0.000100608	8.93898e-05	9.29414e-05	8.21212e-06	4.11236e-06	5.32868e-05	5.59578e-05	0	0	0	0	2.65171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4I229	 NO_NAME	g__Gardnerella.s__Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000966327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPI00036535AD	 transposase	g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	8.19038e-06	8.43313e-06	5.35026e-05	0.000147936	0.000171444	8.54005e-05	2.85208e-05	4.37375e-05	4.37303e-05	7.32731e-05	0	0	0.000145937	0.000156107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7P6V2	 NO_NAME	g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	3.01244e-05	4.91245e-05	9.37146e-05	0.000142984	4.91285e-05	0.000117874	8.39062e-05	5.69141e-05	8.95509e-05	0	0	0.000103032	8.99914e-05	0	0	0	0	5.98418e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1PA41	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172437	0.000202226	0.000124936	0.000142248	0.000173191	0.000150631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B5E3V5	 NO_NAME	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	5.66859e-05	5.87518e-05	5.65482e-05	5.93135e-05	5.74147e-05	6.94472e-05	0.000140663	0.000101286	0.000115112	9.93458e-05	0	0	5.9339e-05	5.80631e-05	0	0	0	0	3.36595e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I3BE51	 NO_NAME	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0.000101226	3.74003e-05	4.29309e-05	6.22505e-05	0.000135265	0.000256331	0.000176826	4.5277e-05	0	0	2.64919e-05	4.64616e-05	0	0	0	0	1.37501e-05	0	0	0	0	0	2.12137e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X1NHE9	 Marine_sediment_metagenome_DNA_contig_S06H3_S04491_Fragment_	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000965202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1W2Q5	 Conserved_protein	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	2.68892e-05	3.99543e-05	0.000165437	3.31966e-05	2.30825e-05	0.000135575	8.51006e-05	0.000130214	0.000156919	0.000109245	0	0	2.1614e-05	2.58697e-05	0	0	0	0	5.51305e-06	2.1909e-06	0	0	0	0	4.29645e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3HBI2	 Glycosyl_hydrolase_family_20_GH20_protein	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	5.75671e-05	6.58555e-05	9.72301e-05	5.06251e-05	5.37968e-05	8.83478e-05	0.000115985	9.59852e-05	9.30659e-05	0.000101662	5.4471e-06	1.97177e-05	4.54422e-05	4.7654e-05	0	0	0	0	2.67094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6C076	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129649	0.000138826	0.00013202	0.000122298	0.000118644	0.000119594	0	0	0	0	3.72372e-05	3.63932e-05	3.05302e-05	3.61682e-05	0	0	3.00204e-05	3.36846e-05	0	0	0	0	0	0
B2IM62	 Cmp_binding_factor_1	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	5.84629e-05	5.79699e-05	6.12497e-05	5.62417e-05	4.72819e-05	7.42362e-05	0.00012502	0.000126816	9.10913e-05	0.00012993	5.67645e-06	1.56303e-05	4.55096e-05	4.53741e-05	0	0	0	0	2.44873e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V8BDC1	 NO_NAME	g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	8.90997e-05	0.000107346	0.000163833	9.39857e-05	0.000104477	0.000115069	1.41106e-05	7.894e-05	2.03495e-05	2.12048e-05	0	0	7.928e-05	7.72037e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7Y4R4	 IS605_OrfB_family_transposase_Fragment_	g__Lactobacillus.s__Lactobacillus_crispatus	9.50694e-05	0.000122959	0.000185436	0.00010422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014913	0.000160662	0.000147367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D0DHS7	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.0001358	0.000179538	0.000162598	0.000156889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00207e-05	0	0.000309875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2KCM5	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67429e-05	0.000391447	0.000516433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BTI0	 UvrABC_system_protein_C	g__Lactobacillus.s__Lactobacillus_iners	6.77923e-05	9.58565e-05	3.2739e-05	3.49841e-05	0	0	0	0	0	0	0	0	0	0	0.000388308	0.00034435	0	0	0	4.91973e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7V8Y0	 NO_NAME	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2378e-05	8.44031e-05	0	0	0	0	0	0	0	0	0.000175719	0.000370917	0	0	0.000122983	0.000167894	0	0	0	0	0	0
F2KXJ1	 Transposase_IS4_family	g__Prevotella.s__Prevotella_pallens	0	0	0	0	1.68037e-05	1.53739e-05	2.1842e-05	0.000220882	0.000245265	3.72439e-05	4.39544e-05	8.72854e-06	8.43399e-06	4.35874e-05	0	0	0.000150414	0.000151631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D4HER3	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000306011	0.000333234	0.000324828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7Y655	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	9.57407e-05	0.000170442	0.00018532	0.000114683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6A6J5	 50S_ribosomal_protein_L33_1	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000488118	0.000475804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I0SXU5	 NO_NAME	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	7.14349e-05	9.63982e-05	0.000127865	2.51402e-05	0	0.000271111	7.29516e-05	0.000203697	3.48202e-05	3.67315e-05	0	0	0	0	0	0	0	0	2.35999e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3R3K0	 Toxin_antitoxin_system_toxin_component_MazF_family	g__Lactobacillus.s__Lactobacillus_crispatus	0.000283898	0.000153112	0.000247574	0.000279039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6CN42	 4_diphosphocytidyl_2_C_methyl_D_erythritol_kinase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137659	0.000119718	0.000126382	0.000111541	0.000135456	0.000115943	0	0	0	0	3.16111e-05	4.13496e-05	3.5722e-05	3.89437e-05	0	0	3.7137e-05	3.17773e-05	0	0	0	0	0	0
E3BTR6	 Pullulanase_type_I	g__Lactobacillus.s__Lactobacillus_iners	7.95668e-05	7.38714e-05	2.72159e-05	3.8526e-05	0	0	0	0	0	0	0	0	0	0	0.000470279	0.000273433	0	0	0	2.38495e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7M3I6	 NO_NAME	g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225005	0.000125254	0.00013561	0.000152719	0.000146345	0.000178195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W4UJY7	 NADH_ubiquinone_oxidoreductase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000963115	0	0	0	0
U5P8X2	 RNA_binding_protein	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	8.71359e-05	6.61843e-05	7.76209e-05	6.33847e-05	7.60499e-05	1.48912e-05	0.000102409	8.63035e-05	0.000101604	9.89409e-05	0	2.06202e-05	5.8556e-05	7.51051e-05	0	0	0	0	3.42421e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1PEZ5	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137874	0.000159987	0.000124654	0.000103285	0.00019172	0.000134454	0	0	0	0	2.08134e-05	8.97916e-06	3.48052e-05	0	0	0	1.20569e-05	3.42965e-05	0	0	0	0	0	0
R6BYL8	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012304	0.000129698	0.000129568	0.000133453	0.00012944	0.000122568	0	0	0	0	4.09424e-05	3.23436e-05	3.08385e-05	3.10685e-05	0	0	3.31578e-05	2.66819e-05	0	0	0	0	0	0
C7Y630	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000130141	0.000210696	0.000202741	0.000147629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D0DHR1	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	9.50908e-05	0.000112671	0.000216228	0.000191465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BR59	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116364	0.000128685	0.000128157	0.000124613	0.000123666	0.000126477	0	0	0	0	3.96356e-05	3.61179e-05	3.23729e-05	3.18118e-05	0	0	3.87494e-05	3.52378e-05	0	0	0	0	0	0
A5UAH2	 Transposase	g__Haemophilus.s__Haemophilus_influenzae	0	0	0	0	0.000203797	0.000176311	0.000214646	0	0	0.00021122	0	0.000155609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I2NVY2	 Integrase_core_domain_protein	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0.000176347	0.000170671	5.27744e-05	0	0	0	0.000123199	0.000139828	0.000169734	8.85948e-05	0	0	0	0	0	0	0	0	4.02358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1CB55	 Aminopeptidase_C_Bleomycin_hydrolase_	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	4.94171e-05	5.43764e-05	8.91707e-05	5.0605e-05	5.41741e-05	7.04403e-05	0.000112829	0.000115104	0.000112476	9.31132e-05	2.35696e-05	7.10697e-06	5.41153e-05	4.84056e-05	0	0	0	0	2.60576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3YZ27	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000117931	0.00013633	5.46107e-05	3.12866e-05	0	0	0	0	0	0	0	0	0	0	0.00054564	7.50003e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BT75	 Gram_positive_signal_peptide_protein_YSIRK_family_Fragment_	g__Lactobacillus.s__Lactobacillus_iners	9.82267e-05	0.000113906	4.69981e-05	5.54966e-05	0	0	0	0	0	0	0	0	0	0	0.000445088	0.000200218	0	0	0	7.21099e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V8IAD2	 Transcriptional_regulator	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	6.19214e-05	5.49158e-05	8.86809e-05	3.19089e-05	4.40713e-05	9.43406e-05	0.00012873	0.000101831	0.000107542	0.000120378	1.62185e-05	1.46749e-05	4.28987e-05	4.36253e-05	0	0	0	0	8.44117e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J1RG38	 Chlorohydrolase	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	2.95329e-05	6.8282e-05	0	0.000153908	8.29408e-05	0	0.000236583	5.5554e-05	9.63655e-05	9.27787e-05	0	0	6.48743e-05	7.30697e-05	0	0	0	0	6.23867e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G7U8P2	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68679e-05	0.000155405	0.00031572	0	0	0	0	0	0	0.000391805	0	0	0	0	0	0	0	0
R6BJT0	 2_isopropylmalate_synthase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118335	0.000124967	0.000126507	0.000133086	0.000125887	0.000127812	0	0	0	0	3.9704e-05	2.55087e-05	3.25656e-05	3.59073e-05	0	0	3.53035e-05	3.41753e-05	0	0	0	0	0	0
E1W2U1	 ATP_synthase_epsilon_chain	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	4.72161e-05	3.40725e-05	0.000182799	2.90877e-05	3.2721e-05	0.000109339	9.00275e-05	0.000150529	0.00015028	6.64384e-05	0	0	2.35516e-05	3.01374e-05	0	0	0	0	8.14107e-06	3.15974e-06	1.08886e-06	1.03047e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BMX5	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138288	0.000120667	0.000116336	0.000129073	0.000127055	0.000119746	0	0	0	0	4.77482e-05	2.74813e-05	3.45762e-05	3.47143e-05	0	0	3.32419e-05	3.06844e-05	0	0	0	0	0	0
G0IC90	 Uroporphyrinogen_decarboxylase_family_protein	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	4.45732e-05	0.000213593	2.76126e-05	1.63595e-05	2.5879e-05	4.29313e-05	0.000197782	0.000285922	1.55888e-05	2.55548e-05	5.33923e-06	4.8318e-06	1.96636e-05	1.9055e-05	0	0	0	0	1.40732e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5FJJ7	 Ribonuclease_3	g__Lactobacillus.s__Lactobacillus_crispatus	9.53518e-05	0.000161328	0.000133003	0.000127174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136988	0.000171007	0.000133794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M9VL79	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222554	0	0	0.000216624	0	0	0	0	0.000184374	0.000334978	0	0	0	0	0	0	0	0
E3BTS4	 Glutamine_synthetase	g__Lactobacillus.s__Lactobacillus_iners	9.70595e-05	0.000111859	4.54409e-05	7.57647e-05	0	0	0	0	0	0	0	0	0	0	0.000555657	7.15483e-05	0	0	0	1.02385e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BNM9	 RNA_polymerase_sigma_70_factor	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116744	0.000129094	0.000130572	0.0001257	0.000114982	0.000138724	0	0	0	0	3.01073e-05	3.79112e-05	3.58726e-05	4.72011e-05	0	0	2.36838e-05	2.75175e-05	0	0	0	0	0	0
Q5FJT6	 Endoribonuclease_YbeY	g__Lactobacillus.s__Lactobacillus_crispatus	0.00015582	6.58607e-05	0.000126585	0.000158213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136788	0.000168368	0.000146403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K1MDU4	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000172747	0.000134628	0.000136077	0.000112431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103783	0.000160701	0.00013752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35596	 Alpha_glycerophosphate_oxidase	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	6.29257e-05	5.9696e-05	7.20636e-05	5.03455e-05	5.34086e-05	7.68645e-05	0.000125555	0.000101531	0.000110733	0.00010792	1.68377e-05	8.93475e-06	4.6776e-05	5.13853e-05	0	0	0	0	1.28551e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3YXE8	 HAD_superfamily_phosphatase	g__Lactobacillus.s__Lactobacillus_iners	0.000173315	0.000133448	1.91539e-05	5.70858e-05	0	0	0	0	0	0	0	0	0	0	0.000484761	8.87256e-05	0	0	0	1.00679e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1VBR8	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053941	0	0	0.00041774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1PFK1	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001178	0.000130714	0.000122136	0.000132413	0.000140233	0.000113688	0	0	0	0	3.78218e-05	3.80631e-05	2.25733e-05	2.57423e-05	0	0	4.12607e-05	3.46764e-05	0	0	0	0	0	0
G0I9Y8	 NO_NAME	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	3.19147e-05	3.63533e-05	9.47449e-05	2.59358e-05	5.56751e-05	4.97904e-05	0.000132402	9.06667e-05	0.000127527	0.000105526	5.05559e-05	4.57511e-05	3.82894e-05	5.93977e-05	0	0	0	0	1.25085e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BT68	 Signal_peptide_YSIRK_family	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135978	0.000128215	0.000133861	0.000132933	0.000107485	0.000121655	0	0	0	0	3.37953e-05	2.63512e-05	2.86179e-05	4.21611e-05	0	0	3.70204e-05	2.85688e-05	0	0	0	0	0	0
E1W2L1	 NO_NAME	g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	3.99168e-05	4.03648e-05	0.000121291	2.57169e-05	2.22749e-05	0.00014301	8.04098e-05	0.000157075	0.000161752	9.2912e-05	0	0	2.64413e-05	3.60926e-05	0	0	0	0	7.24933e-06	0	0	1.01201e-06	1.0078e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1PHQ1	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155047	0.000161731	0.000163698	0.000159898	0.000165724	0.000150333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7V8I7	 NO_NAME	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166508	0.000143667	0.000290714	0	0	0	0	0.000355539	0	0	0	0	0	0
E3BR02	 NADH_oxidase	g__Lactobacillus.s__Lactobacillus_iners	0.000111516	0.00011242	6.76575e-05	3.85408e-05	0	0	0	0	0	0	0	0	0	0	0.0005171	0.000108615	0	0	0	3.38823e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1LU64	 NO_NAME	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	5.4057e-05	7.72253e-05	7.36191e-05	3.2043e-05	4.50727e-05	7.32733e-05	0.000110767	0.000160409	0.00010631	0.000135136	0	0	3.8884e-05	3.64683e-05	0	0	0	0	1.29077e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BTX4	 CBS_domain_protein	g__Lactobacillus.s__Lactobacillus_iners	5.3045e-05	0.000105663	2.58836e-05	5.66946e-05	0	0	0	0	0	0	0	0	0	0	0.000475006	0.000239716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BRC8	 ATP_dependent_DNA_helicase_RecQ	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122869	0.000132299	0.000120151	0.000120474	0.000126991	0.000124192	0	0	0	0	4.19749e-05	3.59729e-05	3.11548e-05	4.03646e-05	0	0	2.81016e-05	3.13728e-05	0	0	0	0	0	0
S4H4R0	 NO_NAME	g__Gardnerella.s__Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000955856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q04MP8	 Putative_Holliday_junction_resolvase	g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	3.9919e-05	6.28808e-05	9.03771e-05	5.98155e-05	6.09689e-05	0.000105071	8.51826e-05	9.19059e-05	0.000119762	8.68751e-05	3.08843e-05	1.40773e-05	4.06846e-05	4.551e-05	0	0	0	0	2.1308e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6B1C1	 NO_NAME	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132525	0.00012425	0.000134423	0.000135062	0.000124451	0.000130326	0	0	0	0	3.63925e-05	2.77072e-05	2.69511e-05	2.824e-05	0	0	2.47393e-05	2.9812e-05	0	0	0	0	0	0
C2KD92	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000195996	0.000247601	0.000124966	0.000143201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48587e-05	0	0.0001978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6C2D0	 Outer_membrane_protein_OMP85_family	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121459	0.000129734	0.000130915	0.000120257	0.000122008	0.000120414	0	0	0	0	3.92266e-05	3.26299e-05	3.49315e-05	4.05765e-05	0	0	3.17379e-05	3.04288e-05	0	0	0	0	0	0
